			   7.0M Z=0.02 VW-M 		
Species    Yield      MassExp     ProdFact    E-Yield    E-MassExp  E-ProdFact 
   fe57    5.719E-08  8.232E-05   2.763E-04  -5.709E-08  8.220E-05  -3.271E-04
   fe58    2.662E-05  3.728E-05   5.438E-01   2.675E-05  3.740E-05   5.453E-01
   fe60    5.068E-05  5.068E-05   0.000E+00   5.227E-05  5.227E-05   0.000E+00
   co59    1.378E-05  2.396E-05   3.717E-01   1.388E-05  2.407E-05   3.736E-01
   ni58   -7.840E-06  1.382E-04  -2.398E-02  -8.049E-06  1.380E-04  -2.464E-02
   ni60    8.544E-06  6.633E-05   5.986E-02   8.485E-06  6.628E-05   5.947E-02
   ni61    1.087E-04  1.112E-04   1.641E+00   1.128E-04  1.154E-04   1.657E+00
   ni62   -8.151E-06  6.176E-08  -2.124E+00  -8.151E-06  6.176E-08  -2.124E+00
      g    1.551E-05  1.566E-05   2.021E+00   1.637E-05  1.652E-05   2.044E+00
	                   8.0M Z=0.008 VW-M 
Species    Yield      MassExp     ProdFact    E-Yield    E-MassExp  E-ProdFact 
      p   -7.509E-01  4.242E+00  -7.081E-02  -7.591E-01  4.233E+00  -7.166E-02
    he3    4.628E-06  4.628E-06   0.000E+00   4.628E-06  4.628E-06   0.000E+00
    he4    6.754E-01  2.437E+00   1.409E-01   6.789E-01  2.440E+00   1.416E-01
    li7   -2.880E-08  3.613E-10  -1.907E+00  -2.880E-08  3.613E-10  -1.907E+00
    c12   -4.225E-03  5.459E-03  -2.490E-01   4.758E-05  9.732E-03   2.103E-03
    c13    1.086E-03  1.198E-03   1.030E+00   1.082E-03  1.194E-03   1.028E+00
    n14    9.117E-02  9.414E-02   1.501E+00   9.097E-02  9.394E-02   1.500E+00
    n15   -4.811E-06  6.484E-06  -2.411E-01  -4.816E-06  6.479E-06  -2.414E-01
    o16   -1.654E-02  1.044E-02  -4.124E-01  -1.632E-02  1.065E-02  -4.035E-01
    o17    4.801E-05  5.856E-05   7.441E-01   4.790E-05  5.846E-05   7.433E-01
    o18   -5.722E-05  1.607E-06  -1.563E+00  -5.722E-05  1.607E-06  -1.563E+00
    f19   -1.393E-06  1.266E-07  -1.080E+00  -1.327E-06  1.931E-07  -8.962E-01
   ne20    2.126E-04  5.140E-03   1.832E-02   2.338E-04  5.162E-03   2.010E-02
   ne21   -1.172E-05  8.556E-07  -1.167E+00  -1.091E-05  1.663E-06  -8.787E-01
   ne22    7.221E-04  1.118E-03   4.508E-01   7.341E-04  1.130E-03   4.555E-01
   na23   -7.241E-05  3.598E-05  -4.790E-01  -6.920E-05  3.919E-05  -4.418E-01
   mg24   -1.513E-03  7.587E-05  -1.321E+00  -1.503E-03  8.509E-05  -1.271E+00
   mg25    2.050E-03  2.260E-03   1.033E+00   2.143E-03  2.352E-03   1.050E+00
   mg26    2.104E-03  2.344E-03   9.899E-01   2.407E-03  2.647E-03   1.043E+00
   al26    1.243E-04  1.243E-04   0.000E+00   1.241E-04  1.241E-04   0.000E+00
   al27    2.149E-04  3.905E-04   3.471E-01   2.200E-04  3.956E-04   3.527E-01
   si28    1.155E-04  2.134E-03   2.414E-02   1.232E-04  2.142E-03   2.571E-02
   si29    2.283E-05  1.288E-04   8.474E-02   2.550E-05  1.314E-04   9.366E-02
   si30    4.793E-05  1.207E-04   2.198E-01   5.374E-05  1.265E-04   2.402E-01
    p31    1.222E-05  3.148E-05   2.134E-01   1.381E-05  3.307E-05   2.348E-01
    s32   -2.093E-05  1.412E-03  -6.417E-03  -2.278E-05  1.410E-03  -6.986E-03
    s33    2.515E-07  1.191E-05   9.240E-03   3.245E-07  1.199E-05   1.189E-02
    s34   -1.409E-05  5.692E-04  -1.065E-02  -1.512E-05  5.682E-04  -1.143E-02
    s35    1.622E-05  1.622E-05   0.000E+00   1.747E-05  1.747E-05   0.000E+00
   fe54   -6.541E-06  2.118E-04  -1.324E-02  -6.956E-06  2.113E-04  -1.409E-02
   fe55    6.066E-07  6.066E-07   0.000E+00   6.054E-07  6.054E-07   0.000E+00
   fe56   -9.271E-05  3.487E-03  -1.142E-02  -9.949E-05  3.481E-03  -1.227E-02
   fe57    6.030E-07  8.800E-05   2.961E-03   4.539E-07  8.785E-05   2.224E-03
   fe58    1.625E-05  2.757E-05   3.865E-01   1.656E-05  2.788E-05   3.914E-01
   fe60    3.048E-05  3.048E-05   0.000E+00   3.303E-05  3.303E-05   0.000E+00
   co59    8.870E-06  1.969E-05   2.600E-01   9.064E-06  1.988E-05   2.643E-01
   ni58   -4.425E-06  1.508E-04  -1.259E-02  -4.721E-06  1.505E-04  -1.344E-02
   ni60    3.237E-06  6.463E-05   2.229E-02   3.110E-06  6.451E-05   2.143E-02
   ni61    5.973E-05  6.243E-05   1.364E+00   6.493E-05  6.764E-05   1.398E+00
   ni62   -8.659E-06  6.554E-08  -2.124E+00  -8.659E-06  6.554E-08  -2.124E+00
      g    7.733E-06  7.891E-06   1.697E+00   8.720E-06  8.879E-06   1.748E+00
			   8.5M Z=0.008 VW-M
Species    Yield      MassExp     ProdFact    E-Yield    E-MassExp  E-ProdFact 
      p   -7.497E-01  4.573E+00  -6.596E-02  -7.599E-01  4.562E+00  -6.693E-02
    he3    4.767E-06  4.767E-06   0.000E+00   4.767E-06  4.767E-06   0.000E+00
    he4    7.086E-01  2.586E+00   1.390E-01   7.136E-01  2.591E+00   1.399E-01
    li7   -2.852E-08  2.566E-09  -1.083E+00  -2.852E-08  2.566E-09  -1.083E+00
    c12   -6.514E-03  3.810E-03  -4.329E-01  -1.706E-03  8.618E-03  -7.846E-02
    c13    8.054E-04  9.247E-04   8.895E-01   8.022E-04  9.215E-04   8.879E-01
    n14    5.796E-02  6.113E-02   1.285E+00   5.780E-02  6.096E-02   1.284E+00
    n15   -4.004E-06  8.037E-06  -1.756E-01  -4.013E-06  8.028E-06  -1.761E-01
    o16   -1.307E-02  1.569E-02  -2.632E-01  -1.291E-02  1.585E-02  -2.587E-01
    o17    8.862E-05  9.987E-05   9.481E-01   8.841E-05  9.967E-05   9.473E-01
    o18   -6.093E-05  1.783E-06  -1.546E+00  -6.093E-05  1.783E-06  -1.546E+00
    f19   -1.527E-06  9.299E-08  -1.241E+00  -1.458E-06  1.629E-07  -9.978E-01
   ne20    1.791E-04  5.432E-03   1.453E-02   1.968E-04  5.450E-03   1.595E-02
   ne21   -1.265E-05  7.584E-07  -1.248E+00  -1.188E-05  1.532E-06  -9.423E-01
   ne22    5.934E-04  1.015E-03   3.813E-01   6.089E-04  1.031E-03   3.879E-01
   na23   -7.706E-05  3.850E-05  -4.774E-01  -7.423E-05  4.132E-05  -4.466E-01
   mg24   -1.615E-03  7.825E-05  -1.335E+00  -1.607E-03  8.637E-05  -1.292E+00
   mg25    1.816E-03  2.040E-03   9.605E-01   1.899E-03  2.122E-03   9.778E-01
   mg26    7.370E-04  9.927E-04   5.891E-01   9.872E-04  1.243E-03   6.867E-01
   al26    6.667E-05  6.667E-05   0.000E+00   6.650E-05  6.650E-05   0.000E+00
   al27    7.678E-05  2.640E-04   1.492E-01   8.026E-05  2.675E-04   1.549E-01
   si28    6.576E-05  2.218E-03   1.305E-02   7.107E-05  2.223E-03   1.408E-02
   si29    8.349E-06  1.213E-04   3.095E-02   1.073E-05  1.237E-04   3.941E-02
   si30    1.831E-05  9.585E-05   9.206E-02   2.385E-05  1.014E-04   1.165E-01
    p31    4.495E-06  2.503E-05   8.595E-02   5.925E-06  2.646E-05   1.101E-01
    s32   -8.790E-06  1.519E-03  -2.532E-03  -1.114E-05  1.516E-03  -3.205E-03
    s33    1.610E-07  1.259E-05   5.562E-03   1.865E-07  1.262E-05   6.439E-03
    s34   -6.233E-06  6.156E-04  -4.401E-03  -7.523E-06  6.143E-04  -5.312E-03
    s35    8.124E-06  8.124E-06   0.000E+00   9.641E-06  9.641E-06   0.000E+00
   fe54   -3.374E-06  2.294E-04  -6.367E-03  -3.891E-06  2.288E-04  -7.348E-03
   fe55    8.287E-07  8.287E-07   0.000E+00   8.268E-07  8.268E-07   0.000E+00
   fe56   -4.002E-05  3.777E-03  -4.603E-03  -4.845E-05  3.768E-03  -5.574E-03
   fe57    1.250E-06  9.442E-05   5.763E-03   1.072E-06  9.424E-05   4.944E-03
   fe58    7.253E-06  1.932E-05   2.043E-01   7.739E-06  1.981E-05   2.151E-01
   fe60    1.405E-05  1.405E-05   0.000E+00   1.754E-05  1.754E-05   0.000E+00
   co59    4.075E-06  1.561E-05   1.314E-01   4.148E-06  1.568E-05   1.334E-01
   ni58   -2.091E-06  1.633E-04  -5.550E-03  -2.460E-06  1.630E-04  -6.531E-03
   ni60    6.300E-07  6.608E-05   4.134E-03   4.801E-07  6.593E-05   3.148E-03
   ni61    2.967E-05  3.255E-05   1.053E+00   3.565E-05  3.853E-05   1.126E+00
   ni62   -9.231E-06  7.044E-08  -2.121E+00  -9.231E-06  7.044E-08  -2.121E+00
      g    3.219E-06  3.388E-06   1.302E+00   4.129E-06  4.298E-06   1.405E+00
                           6.5M Z=0.004 VW-M 
Species    Yield      MassExp     ProdFact    E-Yield    E-MassExp  E-ProdFact 
      p   -6.504E-01  3.426E+00  -7.551E-02  -6.559E-01  3.421E+00  -7.621E-02
    he3    3.869E-06  3.869E-06   0.000E+00   3.869E-06  3.869E-06   0.000E+00
    he4    5.839E-01  1.974E+00   1.523E-01   5.853E-01  1.976E+00   1.526E-01
    li7   -1.165E-08  9.996E-11  -2.070E+00  -1.165E-08  9.996E-11  -2.070E+00
    c12   -5.089E-04  3.445E-03  -5.986E-02   3.184E-03  7.137E-03   2.565E-01
    c13    7.706E-04  8.156E-04   1.257E+00   7.687E-04  8.138E-04   1.256E+00
    n14    7.001E-02  7.122E-02   1.769E+00   6.988E-02  7.110E-02   1.768E+00
    n15   -2.104E-06  2.448E-06  -2.695E-01  -2.107E-06  2.445E-06  -2.699E-01
    o16   -6.611E-03  4.403E-03  -3.982E-01  -6.320E-03  4.694E-03  -3.704E-01
    o17    1.230E-05  1.655E-05   5.899E-01   1.228E-05  1.653E-05   5.893E-01
    o18   -2.323E-05  4.792E-07  -1.694E+00  -2.323E-05  4.792E-07  -1.694E+00
    f19   -4.840E-07  1.289E-07  -6.770E-01  -4.239E-07  1.890E-07  -5.110E-01
   ne20    7.077E-05  2.058E-03   1.517E-02   7.587E-05  2.063E-03   1.625E-02
   ne21   -4.726E-06  3.437E-07  -1.169E+00  -4.293E-06  7.764E-07  -8.149E-01
   ne22    1.208E-03  1.368E-03   9.332E-01   1.263E-03  1.423E-03   9.502E-01
   na23    3.589E-06  4.728E-05   3.426E-02   5.798E-06  4.949E-05   5.409E-02
   mg24   -5.904E-04  4.999E-05  -1.108E+00  -5.886E-04  5.171E-05  -1.093E+00
   mg25    8.546E-04  9.390E-04   1.046E+00   8.919E-04  9.763E-04   1.063E+00
   mg26    1.074E-03  1.171E-03   1.083E+00   1.205E-03  1.301E-03   1.129E+00
   al26    7.178E-05  7.178E-05   0.000E+00   7.166E-05  7.166E-05   0.000E+00
   al27    7.059E-05  1.414E-04   3.004E-01   7.280E-05  1.436E-04   3.071E-01
   si28    4.282E-05  8.569E-04   2.224E-02   4.578E-05  8.599E-04   2.374E-02
   si29    1.029E-05  5.298E-05   9.374E-02   1.104E-05  5.373E-05   9.986E-02
   si30    2.107E-05  5.038E-05   2.352E-01   2.286E-05  5.217E-05   2.504E-01
    p31    5.672E-06  1.343E-05   2.382E-01   6.294E-06  1.406E-05   2.578E-01
    s32   -9.492E-06  5.680E-04  -7.223E-03  -1.005E-05  5.675E-04  -7.653E-03
    s33    7.910E-08  4.780E-06   7.221E-03   7.848E-08  4.779E-06   7.165E-03
    s34   -6.673E-06  2.285E-04  -1.253E-02  -7.020E-06  2.281E-04  -1.319E-02
    s35    7.583E-06  7.583E-06   0.000E+00   8.001E-06  8.001E-06   0.000E+00
   fe54   -3.169E-06  8.483E-05  -1.595E-02  -3.306E-06  8.470E-05  -1.666E-02
   fe55    2.580E-07  2.580E-07   0.000E+00   2.576E-07  2.576E-07   0.000E+00
   fe56   -4.397E-05  1.399E-03  -1.346E-02  -4.622E-05  1.397E-03  -1.416E-02
   fe57    8.031E-07  3.603E-05   9.764E-03   7.515E-07  3.598E-05   9.141E-03
   fe58    9.304E-06  1.387E-05   4.828E-01   9.396E-06  1.396E-05   4.856E-01
   fe60    1.252E-05  1.252E-05   0.000E+00   1.320E-05  1.320E-05   0.000E+00
   co59    4.264E-06  8.623E-06   2.963E-01   4.309E-06  8.668E-06   2.985E-01
   ni58   -2.170E-06  6.039E-05  -1.536E-02  -2.267E-06  6.029E-05  -1.606E-02
   ni60    1.761E-06  2.650E-05   2.984E-02   1.759E-06  2.650E-05   2.980E-02
   ni61    2.733E-05  2.842E-05   1.417E+00   2.926E-05  3.035E-05   1.445E+00
   ni62   -3.492E-06  2.315E-08  -2.181E+00  -3.492E-06  2.315E-08  -2.181E+00
      g    3.473E-06  3.537E-06   1.743E+00   3.849E-06  3.913E-06   1.787E+00
			   7.0M Z=0.004 VW-M
Species    Yield      MassExp     ProdFact    E-Yield    E-MassExp  E-ProdFact 
      p   -7.284E-01  3.671E+00  -7.864E-02  -7.334E-01  3.666E+00  -7.923E-02
    he3    3.609E-06  3.609E-06   0.000E+00   3.609E-06  3.609E-06   0.000E+00
    he4    6.667E-01  2.167E+00   1.596E-01   6.689E-01  2.169E+00   1.601E-01
    li7   -1.255E-08  1.363E-10  -1.969E+00  -1.255E-08  1.363E-10  -1.969E+00
    c12    1.688E-03  5.955E-03   1.448E-01   4.201E-03  8.468E-03   2.976E-01
    c13    9.033E-04  9.519E-04   1.291E+00   9.006E-04  9.492E-04   1.290E+00
    n14    6.442E-02  6.573E-02   1.701E+00   6.432E-02  6.563E-02   1.700E+00
    n15   -1.866E-06  3.047E-06  -2.075E-01  -1.869E-06  3.044E-06  -2.079E-01
    o16   -7.698E-03  4.189E-03  -4.530E-01  -7.586E-03  4.301E-03  -4.416E-01
    o17    1.362E-05  1.821E-05   5.982E-01   1.360E-05  1.819E-05   5.977E-01
    o18   -2.508E-05  5.126E-07  -1.698E+00  -2.508E-05  5.126E-07  -1.698E+00
    f19   -4.976E-07  1.639E-07  -6.059E-01  -4.545E-07  2.070E-07  -5.045E-01
   ne20    8.980E-05  2.234E-03   1.779E-02   9.714E-05  2.242E-03   1.921E-02
   ne21   -4.801E-06  6.701E-07  -9.120E-01  -4.316E-06  1.155E-06  -6.754E-01
   ne22    8.041E-04  9.763E-04   7.536E-01   8.249E-04  9.971E-04   7.628E-01
   na23   -1.891E-05  2.824E-05  -2.226E-01  -1.674E-05  3.042E-05  -1.904E-01
   mg24   -6.648E-04  2.626E-05  -1.420E+00  -6.620E-04  2.905E-05  -1.376E+00
   mg25    9.103E-04  1.001E-03   1.041E+00   9.554E-04  1.047E-03   1.060E+00
   mg26    1.112E-03  1.216E-03   1.066E+00   1.275E-03  1.379E-03   1.121E+00
   al26    7.876E-05  7.876E-05   0.000E+00   7.865E-05  7.865E-05   0.000E+00
   al27    9.674E-05  1.731E-04   3.553E-01   9.986E-05  1.763E-04   3.630E-01
   si28    4.875E-05  9.273E-04   2.343E-02   5.254E-05  9.311E-04   2.520E-02
   si29    1.017E-05  5.624E-05   8.660E-02   1.121E-05  5.728E-05   9.455E-02
   si30    2.145E-05  5.308E-05   2.248E-01   2.373E-05  5.536E-05   2.430E-01
    p31    5.755E-06  1.413E-05   2.271E-01   6.444E-06  1.482E-05   2.477E-01
    s32   -9.090E-06  6.142E-04  -6.406E-03  -9.665E-06  6.136E-04  -6.813E-03
    s33    8.276E-08  5.156E-06   7.002E-03   9.993E-08  5.173E-06   8.446E-03
    s34   -6.266E-06  2.475E-04  -1.088E-02  -6.577E-06  2.472E-04  -1.143E-02
    s35    7.171E-06  7.171E-06   0.000E+00   7.571E-06  7.571E-06   0.000E+00
   fe54   -2.981E-06  9.199E-05  -1.387E-02  -3.107E-06  9.187E-05  -1.447E-02
   fe55    3.079E-07  3.079E-07   0.000E+00   3.075E-07  3.075E-07   0.000E+00
   fe56   -4.111E-05  1.516E-03  -1.164E-02  -4.318E-05  1.514E-03  -1.224E-02
   fe57    5.884E-07  3.861E-05   6.644E-03   5.383E-07  3.856E-05   6.079E-03
   fe58    7.720E-06  1.264E-05   4.096E-01   7.757E-06  1.268E-05   4.108E-01
   fe60    1.246E-05  1.246E-05   0.000E+00   1.307E-05  1.307E-05   0.000E+00
   co59    3.735E-06  8.439E-06   2.538E-01   3.767E-06  8.471E-06   2.554E-01
   ni58   -2.011E-06  6.550E-05  -1.316E-02  -2.100E-06  6.541E-05  -1.375E-02
   ni60    1.286E-06  2.799E-05   2.040E-02   1.248E-06  2.795E-05   1.981E-02
   ni61    2.705E-05  2.823E-05   1.380E+00   2.892E-05  3.010E-05   1.408E+00
   ni62   -3.769E-06  2.473E-08  -2.186E+00  -3.769E-06  2.473E-08  -2.186E+00
      g    3.496E-06  3.565E-06   1.713E+00   3.912E-06  3.981E-06   1.761E+00
		           7.5M Z=0.004 VW-M
Species    Yield      MassExp     ProdFact    E-Yield    E-MassExp  E-ProdFact 
      p   -7.521E-01  3.946E+00  -7.579E-02  -7.577E-01  3.940E+00  -7.640E-02
    he3    3.479E-06  3.479E-06   0.000E+00   3.479E-06  3.479E-06   0.000E+00
    he4    6.993E-01  2.302E+00   1.573E-01   7.017E-01  2.304E+00   1.577E-01
    li7   -1.332E-08  2.242E-10  -1.781E+00  -1.332E-08  2.242E-10  -1.781E+00
    c12    3.912E-04  4.948E-03   3.574E-02   3.270E-03  7.826E-03   2.349E-01
    c13    8.637E-04  9.156E-04   1.246E+00   8.611E-04  9.130E-04   1.245E+00
    n14    5.823E-02  5.963E-02   1.630E+00   5.812E-02  5.952E-02   1.629E+00
    n15   -3.776E-07  4.869E-06  -3.247E-02  -3.807E-07  4.866E-06  -3.274E-02
    o16   -8.588E-03  4.106E-03  -4.902E-01  -8.446E-03  4.248E-03  -4.755E-01
    o17    1.737E-05  2.227E-05   6.573E-01   1.734E-05  2.225E-05   6.567E-01
    o18   -2.678E-05  5.513E-07  -1.695E+00  -2.678E-05  5.513E-07  -1.695E+00
    f19   -6.509E-07  5.547E-08  -1.105E+00  -6.238E-07  8.250E-08  -9.326E-01
   ne20    1.102E-04  2.400E-03   2.039E-02   1.216E-04  2.412E-03   2.245E-02
   ne21   -5.397E-06  4.454E-07  -1.118E+00  -5.006E-06  8.365E-07  -8.442E-01
   ne22    3.822E-04  5.660E-04   4.884E-01   3.915E-04  5.753E-04   4.955E-01
   na23   -3.491E-05  1.544E-05  -5.133E-01  -3.284E-05  1.751E-05  -4.587E-01
   mg24   -7.096E-04  2.837E-05  -1.415E+00  -7.056E-04  3.239E-05  -1.358E+00
   mg25    9.050E-04  1.002E-03   1.013E+00   9.517E-04  1.049E-03   1.033E+00
   mg26    9.407E-04  1.052E-03   9.750E-01   1.105E-03  1.217E-03   1.038E+00
   al26    5.910E-05  5.910E-05   0.000E+00   5.901E-05  5.901E-05   0.000E+00
   al27    1.264E-04  2.080E-04   4.064E-01   1.292E-04  2.108E-04   4.122E-01
   si28    7.034E-05  1.009E-03   3.137E-02   7.381E-05  1.012E-03   3.286E-02
   si29    8.468E-06  5.767E-05   6.894E-02   9.580E-06  5.878E-05   7.724E-02
   si30    1.920E-05  5.298E-05   1.954E-01   2.187E-05  5.565E-05   2.168E-01
    p31    5.200E-06  1.415E-05   1.990E-01   6.027E-06  1.497E-05   2.236E-01
    s32   -7.740E-06  6.578E-04  -5.106E-03  -8.391E-06  6.572E-04  -5.536E-03
    s33    9.665E-08  5.514E-06   7.655E-03   1.297E-07  5.547E-06   1.025E-02
    s34   -5.180E-06  2.658E-04  -8.408E-03  -5.528E-06  2.655E-04  -8.977E-03
    s35    5.983E-06  5.983E-06   0.000E+00   6.433E-06  6.433E-06   0.000E+00
   fe54   -2.476E-06  9.894E-05  -1.076E-02  -2.618E-06  9.880E-05  -1.138E-02
   fe55    3.429E-07  3.429E-07   0.000E+00   3.424E-07  3.424E-07   0.000E+00
   fe56   -3.366E-05  1.630E-03  -8.905E-03  -3.598E-05  1.627E-03  -9.525E-03
   fe57    3.182E-07  4.092E-05   3.365E-03   2.621E-07  4.086E-05   2.769E-03
   fe58    4.972E-06  1.023E-05   2.891E-01   5.008E-06  1.027E-05   2.906E-01
   fe60    1.089E-05  1.089E-05   0.000E+00   1.155E-05  1.155E-05   0.000E+00
   co59    2.658E-06  7.682E-06   1.844E-01   2.682E-06  7.706E-06   1.858E-01
   ni58   -1.631E-06  7.046E-05  -9.967E-03  -1.732E-06  7.036E-05  -1.059E-02
   ni60    6.896E-07  2.920E-05   1.035E-02   6.477E-07  2.916E-05   9.728E-03
   ni61    2.468E-05  2.593E-05   1.315E+00   2.683E-05  2.808E-05   1.350E+00
   ni62   -4.025E-06  2.607E-08  -2.192E+00  -4.025E-06  2.607E-08  -2.192E+00
      g    3.251E-06  3.325E-06   1.655E+00   3.727E-06  3.801E-06   1.713E+00
		           8.0M Z=0.004 VW-M	
Species    Yield      MassExp     ProdFact    E-Yield    E-MassExp  E-ProdFact 
      p   -8.113E-01  4.193E+00  -7.684E-02  -8.194E-01  4.185E+00  -7.767E-02
    he3    3.480E-06  3.480E-06   0.000E+00   3.480E-06  3.480E-06   0.000E+00
    he4    7.612E-01  2.468E+00   1.601E-01   7.642E-01  2.471E+00   1.607E-01
    li7   -1.386E-08  5.683E-10  -1.405E+00  -1.386E-08  5.683E-10  -1.405E+00
    c12   -2.272E-03  2.582E-03  -2.742E-01   2.280E-03  7.134E-03   1.672E-01
    c13    7.333E-04  7.886E-04   1.154E+00   7.315E-04  7.868E-04   1.153E+00
    n14    5.829E-02  5.978E-02   1.604E+00   5.816E-02  5.965E-02   1.603E+00
    n15    1.121E-05  1.680E-05   4.780E-01   1.118E-05  1.677E-05   4.771E-01
    o16   -8.230E-03  5.292E-03  -4.074E-01  -7.939E-03  5.583E-03  -3.842E-01
    o17    2.924E-05  3.446E-05   8.193E-01   2.917E-05  3.439E-05   8.184E-01
    o18   -2.849E-05  6.239E-07  -1.669E+00  -2.849E-05  6.239E-07  -1.669E+00
    f19   -7.206E-07  3.184E-08  -1.374E+00  -6.799E-07  7.259E-08  -1.016E+00
   ne20    1.615E-04  2.601E-03   2.781E-02   1.802E-04  2.620E-03   3.093E-02
   ne21   -5.987E-06  2.371E-07  -1.419E+00  -5.512E-06  7.115E-07  -9.419E-01
   ne22    3.315E-04  5.273E-04   4.302E-01   3.392E-04  5.350E-04   4.364E-01
   na23   -4.214E-05  1.150E-05  -6.687E-01  -4.027E-05  1.337E-05  -6.034E-01
   mg24   -7.610E-04  2.513E-05  -1.495E+00  -7.556E-04  3.054E-05  -1.411E+00
   mg25    8.964E-04  1.000E-03   9.843E-01   9.478E-04  1.052E-03   1.006E+00
   mg26    6.476E-04  7.664E-04   8.099E-01   8.254E-04  9.441E-04   9.005E-01
   al-6    3.923E-05  3.923E-05   0.000E+00   3.915E-05  3.915E-05   0.000E+00
   al27    1.303E-04  2.173E-04   3.978E-01   1.329E-04  2.198E-04   4.030E-01
   si28    1.320E-04  1.131E-03   5.384E-02   1.351E-04  1.135E-03   5.505E-02
   si29    5.807E-06  5.822E-05   4.561E-02   6.985E-06  5.940E-05   5.431E-02
   si30    1.539E-05  5.137E-05   1.546E-01   1.810E-05  5.408E-05   1.769E-01
    p31    4.288E-06  1.382E-05   1.613E-01   5.066E-06  1.460E-05   1.851E-01
    s32   -5.122E-06  7.039E-04  -3.175E-03  -6.027E-06  7.030E-04  -3.733E-03
    s33    1.990E-07  5.970E-06   1.470E-02   2.163E-07  5.987E-06   1.596E-02
    s34   -3.779E-06  2.849E-04  -5.748E-03  -4.294E-06  2.844E-04  -6.534E-03
    s35    9.758E-06  9.758E-06   0.000E+00   1.037E-05  1.037E-05   0.000E+00
   fe54   -1.958E-06  1.061E-04  -7.970E-03  -2.164E-06  1.059E-04  -8.813E-03
   fe55    4.244E-07  4.244E-07   0.000E+00   4.235E-07  4.235E-07   0.000E+00
   fe56   -2.450E-05  1.747E-03  -6.074E-03  -2.786E-05  1.744E-03  -6.910E-03
   fe57    4.611E-07  4.371E-05   4.580E-03   3.857E-07  4.364E-05   3.830E-03
   fe58    3.165E-06  8.766E-06   1.945E-01   3.304E-06  8.905E-06   2.014E-01
   fe60    8.291E-06  8.291E-06   0.000E+00   9.513E-06  9.513E-06   0.000E+00
   co59    1.862E-06  7.214E-06   1.297E-01   1.969E-06  7.320E-06   1.360E-01
   ni58   -1.234E-06  7.557E-05  -7.062E-03  -1.381E-06  7.542E-05  -7.904E-03
   ni60    2.637E-07  3.064E-05   3.728E-03   2.106E-07  3.059E-05   2.974E-03
   ni61    1.948E-05  2.082E-05   1.192E+00   2.215E-05  2.348E-05   1.245E+00
   ni62   -4.289E-06  2.716E-08  -2.201E+00  -4.289E-06  2.716E-08  -2.201E+00
      g    5.339E-06  5.417E-06   1.839E+00   5.793E-06  5.871E-06   1.874E+00
