  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>         
  X0(i)   log10(<X(i)>/X0(i)) 
      g      1   1.0065677E-06  1.0065677E-06  0.0000000E+00  1.8152708E-07  0.0000000E+00  0.0000000E+00
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -3.4844095E-01  2.7836786E+00  3.1321195E+00  5.0201597E-01  5.6488530E-01 -5.1242737E-02
      d      2   2.0006227E-17  2.0006227E-17  0.0000000E+00  3.6079760E-18  0.0000000E+00  0.0000000E+00
    he3      3   3.7445774E-05  3.7445774E-05  0.0000000E+00  6.7530702E-06  0.0000000E+00  0.0000000E+00
    he4      4   3.4236066E-01  2.4212008E+00  2.0788401E+00  4.3664577E-01  3.7492382E-01  6.6186217E-02
    li7      7  -2.1618249E-07  1.6890245E-11  2.1619938E-07  3.0460315E-12  3.8992080E-08 -4.1072420E+00
    be7      7   5.0464842E-07  5.0464842E-07  0.0000000E+00  9.1009633E-08  0.0000000E+00  0.0000000E+00
     b8      8   1.7456748E-21  1.7456748E-21  0.0000000E+00  3.1481962E-22  0.0000000E+00  0.0000000E+00
    c12     12  -3.8285127E-02  2.1240506E-02  5.9525633E-02  3.8305691E-03  1.0735591E-02 -4.4756267E-01
    c13     13   3.4800211E-03  4.2013549E-03  7.2133380E-04  7.5768349E-04  1.3009429E-04  7.6522959E-01
    c14     14   6.9024231E-08  6.9024231E-08  0.0000000E+00  1.2448013E-08  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   6.2897873E-02  8.0497168E-02  1.7599296E-02  1.4517073E-02  3.1740754E-03  6.6026182E-01
    n15     15  -4.1818589E-05  1.5305782E-06  4.3349167E-05  2.7602854E-07  7.8181268E-06 -1.4521487E+00
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -2.2458381E-02  1.2128048E-01  1.4373886E-01  2.1872043E-02  2.5923650E-02 -7.3806788E-02
    o17     17   1.6952707E-04  2.2754976E-04  5.8022688E-05  4.1036926E-05  1.0464532E-05  5.9345503E-01
    o18     18  -3.1320957E-04  1.0202860E-05  3.2341243E-04  1.8400109E-06  5.8328212E-05 -1.5010583E+00
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19  -2.7791004E-06  6.5342942E-06  9.3133946E-06  1.1784119E-06  1.6796932E-06 -1.5393282E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -1.4463872E-05  2.9470855E-02  2.9485318E-02  5.3148520E-03  5.3177482E-03 -2.3659039E-04
   ne21     21  -1.4060355E-05  6.0154241E-05  7.4214596E-05  1.0848375E-05  1.3384781E-05 -9.1246574E-02
   ne22     22   1.1013770E-04  2.4950212E-03  2.3848835E-03  4.4995875E-04  4.3011949E-04  1.9583573E-02
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   1.0958810E-10  1.0958810E-10  0.0000000E+00  1.9763408E-11  0.0000000E+00  0.0000000E+00
   na23     23   4.4200259E-04  1.2401846E-03  7.9818199E-04  2.2365817E-04  1.4395404E-04  1.9136090E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24  -4.7067925E-05  1.4017962E-02  1.4065030E-02  2.5280364E-03  2.5366620E-03 -1.4792793E-03
   mg25     25  -6.6682238E-05  1.7881185E-03  1.8548007E-03  3.2247403E-04  3.3451777E-04 -1.5924461E-02
   mg26     26   9.7550160E-05  2.2213695E-03  2.1238193E-03  4.0060766E-04  3.8303593E-04  1.9479736E-02
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   2.1748320E-05  2.1748320E-05  0.0000000E+00  3.9221497E-06  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   4.0981511E-05  1.3953186E-03  1.3543371E-03  2.5163546E-04  2.4425796E-04  1.2923114E-02
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   7.1149923E-06  1.5580790E-02  1.5573675E-02  2.8098809E-03  2.8087497E-03  1.7486938E-04
   si29     29   6.9816112E-07  8.1976596E-04  8.1906779E-04  1.4783877E-04  1.4772085E-04  3.4653125E-04
   si30     30   1.4801817E-06  5.6001585E-04  5.5853567E-04  1.0099474E-04  1.0073325E-04  1.1259092E-03
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   1.9107857E-13  1.9107857E-13  0.0000000E+00  3.4459616E-14  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   2.7768172E-07  1.5577565E-04  1.5549797E-04  2.8092994E-05  2.8044434E-05  7.5135595E-04
    p32     32   4.8671528E-17  4.8671528E-17  0.0000000E+00  8.7775524E-18  0.0000000E+00  0.0000000E+00
    p33     33   4.7116420E-32  4.7116420E-32  0.0000000E+00  8.4971001E-33  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32   1.6195586E-06  7.4646514E-03  7.4630319E-03  1.3461950E-03  1.3459758E-03  7.0739189E-05
    s33     33   1.6777736E-07  6.1783107E-05  6.1615330E-05  1.1142129E-05  1.1112473E-05  1.1574712E-03
    s34     34   1.9211563E-07  3.5853049E-04  3.5833838E-04  6.4658340E-05  6.4627190E-05  2.0927833E-04
    s35     35   4.3420588E-09  4.3420588E-09  0.0000000E+00  7.8305839E-10  0.0000000E+00  0.0000000E+00
   fe54     54  -2.5045741E-06  1.8576323E-03  1.8601368E-03  3.3501033E-04  3.3548016E-04 -6.0864534E-04
   fe55     55   2.1744640E-06  2.1744640E-06  0.0000000E+00  3.9214861E-07  0.0000000E+00  0.0000000E+00
   fe56     56  -1.3702032E-06  3.0279849E-02  3.0281219E-02  5.4607482E-03  5.4612908E-03 -4.3149137E-05
   fe57     57   7.6104550E-06  7.1942703E-04  7.1181658E-04  1.2974338E-04  1.2837783E-04  4.5951572E-03
   fe58     58   5.8904290E-06  1.0228248E-04  9.6392047E-05  1.8445893E-05  1.7384538E-05  2.5736532E-02
   fe59     59   2.5851386E-28  2.5851386E-28  0.0000000E+00  4.6621075E-29  0.0000000E+00  0.0000000E+00
   fe60     60   5.1393514E-08  5.1393514E-08  0.0000000E+00  9.2684425E-09  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   1.2105750E-06  7.5548643E-05  7.4338068E-05  1.3624643E-05  1.3407050E-05  6.9919008E-03
   co60     60   8.0856610E-11  8.0856610E-11  0.0000000E+00  1.4581895E-11  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -9.6647072E-07  1.0626642E-03  1.0636307E-03  1.9164368E-04  1.9182835E-04 -4.1829936E-04
   ni59     59   2.1748464E-07  2.1748464E-07  0.0000000E+00  3.9221756E-08  0.0000000E+00  0.0000000E+00
   ni60     60   2.3402049E-07  4.2407511E-04  4.2384109E-04  7.6478830E-05  7.6440762E-05  2.1622889E-04
   ni61     61   6.1066537E-05  7.9798076E-05  1.8731539E-05  1.4390997E-05  3.3782781E-06  6.2939547E-01
   ni62     62  -6.0700679E-05  4.5677343E-10  6.0701136E-05  8.2375731E-11  1.0947596E-05 -5.1235195E+00
