# Initial abundances
# El  Z   log e(X)   [X/H]    [X/Fe]     [X/O]      X(i)
  p   1  12.000000  0.000000  0.000000  0.000000 6.00666E-01
 he   2  11.171697  0.241696 -0.390447 -0.384574 3.54206E-01
 li   3   3.891539  0.631539 -0.000604  0.005268 3.22206E-08
 be   4   0.000000 -1.300000  0.000000  0.000000 0.00000E+00
  b   5   0.000000 -2.790000  0.000000  0.000000 0.00000E+00
  c   6   9.102137  0.632136 -0.000007  0.005866 9.05500E-03
  n   7   8.502148  0.632148  0.000005  0.005877 2.65256E-03
  o   8   9.356270  0.626270 -0.005873  0.000000 2.16538E-02
  f   9   5.092137  0.672137  0.039994  0.045866 1.39964E-06
 ne  10   8.602141  0.632142 -0.000001  0.005871 4.81100E-03
 na  11   6.942156  0.632156  0.000013  0.005886 1.19914E-04
 mg  12   8.272140  0.632140 -0.000003  0.005869 2.71024E-03
 al  13   7.102146  0.632146  0.000003  0.005876 2.03420E-04
 si  14   8.182146  0.632146  0.000003  0.005876 2.54571E-03
  p  15   6.102145  0.632145  0.000002  0.005875 2.33516E-05
  s  16   7.792057  0.632057 -0.000086  0.005787 1.18375E-03
 fe  26   8.172143  0.632143  0.000000  0.005873 4.94653E-03
 co  27   5.502142  0.632142 -0.000001  0.005872 1.11602E-05
 ni  28   6.828108  0.628109 -0.004035  0.001838 2.35433E-04
#[ls/Fe]_Bisterzo =   0.0000, [hs/Fe]_Bisterzo =   0.0000
#[hs/ls]_Bisterzo =   0.0000, [Pb/hs]_Bisterzo =   0.0000
#[ls/Fe]_Thiswork =   0.0000, [hs/Fe]_Thiswork =   0.0000
#[hs/ls]_Thiswork =   0.0000, [Pb/hs]_Thiswork =   0.0000
# He/H =  0.0000E+00, C/O =  5.5702E-01, c12/c13 = 8.93984E+01
# N/O =  1.3992E-01, n14/n15 = 4.34988E+02
# o16/o17 = 2.63212E+03, o16/o18 = 5.00000E+02
# mg24/mg25 =  7.8990E+00, mg24/mg26 =  7.1744E+00 al26/al27 =  0.0000E+00
# si28/si29 =  1.9693E+01, si28/si30 =  2.9875E+01
# cl36/cl35 =  2.3094E-02, cl37/cl35 =  3.0735E-03
#
# During TP-AGB
#  TP   Mass     Mcore    Menv    log L
#  1 1.968933 0.594853 1.374080 3.681801
# El  Z   log e(X)   [X/H]    [X/Fe]     [X/O]      X(i)
  p   1  12.000000  0.000000  0.000000  0.000000 5.94110E-01
 he   2  11.183843  0.253842 -0.378301 -0.372428 3.60275E-01
 li   3   3.331614  0.071614 -0.560529 -0.554657 8.77894E-09
 be   4   0.000000 -1.300000  0.000000  0.000000 2.36388E-20
  b   5   0.000000 -2.790000  0.000000  0.000000 3.98306E-31
  c   6   8.939310  0.469310 -0.162833 -0.156960 6.15595E-03
  n   7   8.864576  0.994576  0.362433  0.368306 6.04405E-03
  o   8   9.360795  0.630795 -0.001348  0.000000 2.16418E-02
  f   9   5.095182  0.675182  0.043039  0.044386 1.39411E-06
 ne  10   8.605606  0.635606  0.003463  0.004811 4.79660E-03
 na  11   7.002719  0.692719  0.060576  0.061924 1.36353E-04
 mg  12   8.276909  0.636909  0.004766  0.006114 2.71026E-03
 al  13   7.106915  0.636915  0.004772  0.006119 2.03421E-04
 si  14   8.186914  0.636914  0.004771  0.006119 2.54572E-03
  p  15   6.106915  0.636915  0.004772  0.006119 2.33517E-05
  s  16   7.796826  0.636827  0.004683  0.006031 1.18376E-03
 fe  26   8.176912  0.636912  0.000000  0.006117 4.94655E-03
 co  27   5.506911  0.636911 -0.000001  0.006115 1.11603E-05
 ni  28   6.832877  0.632877 -0.004035  0.002082 2.35434E-04
#[ls/Fe]_Bisterzo =   0.0000, [hs/Fe]_Bisterzo =   0.0000
#[hs/ls]_Bisterzo =   0.0000, [Pb/hs]_Bisterzo =   0.0000
#[ls/Fe]_Thiswork =   0.0000, [hs/Fe]_Thiswork =   0.0000
#[hs/ls]_Thiswork =   0.0000, [Pb/hs]_Thiswork =   0.0000
# He/H =  0.0000E+00, C/O =  3.7889E-01, c12/c13 = 2.08599E+01
# N/O =  3.1899E-01, n14/n15 = 1.90201E+03
# o16/o17 = 4.66311E+02, o16/o18 = 6.72864E+02
# mg24/mg25 =  7.8990E+00, mg24/mg26 =  7.1744E+00 al26/al27 =  8.7442E-10
# si28/si29 =  1.9693E+01, si28/si30 =  2.9875E+01
# cl36/cl35 =  2.3094E-02, cl37/cl35 =  3.0735E-03
#
#  TP   Mass     Mcore    Menv    log L
#  2 1.968862 0.596539 1.372323 3.691275
# El  Z   log e(X)   [X/H]    [X/Fe]     [X/O]      X(i)
  p   1  12.000000  0.000000  0.000000  0.000000 5.94110E-01
 he   2  11.183843  0.253842 -0.383070 -0.376953 3.60275E-01
 li   3   3.331265  0.071265 -0.565647 -0.559530 8.77189E-09
 be   4  -6.237991 -7.537992  0.000000  0.000000 3.07069E-18
  b   5   0.000000 -2.790000  0.000000  0.000000 4.01006E-31
  c   6   8.939311  0.469311 -0.167602 -0.161485 6.15597E-03
  n   7   8.864575  0.994576  0.357663  0.363780 6.04403E-03
  o   8   9.360795  0.630795 -0.006117  0.000000 2.16418E-02
  f   9   5.095182  0.675182  0.038270  0.044386 1.39411E-06
 ne  10   8.605606  0.635606 -0.001306  0.004811 4.79660E-03
 na  11   7.002719  0.692719  0.055807  0.061924 1.36353E-04
 mg  12   8.276909  0.636909 -0.000003  0.006114 2.71026E-03
 al  13   7.106915  0.636915  0.000002  0.006119 2.03421E-04
 si  14   8.186914  0.636914  0.000002  0.006119 2.54572E-03
  p  15   6.106915  0.636915  0.000002  0.006119 2.33517E-05
  s  16   7.796826  0.636826 -0.000086  0.006031 1.18376E-03
 fe  26   8.176912  0.636912  0.000000  0.006117 4.94655E-03
 co  27   5.506911  0.636911 -0.000001  0.006115 1.11603E-05
 ni  28   6.832877  0.632877 -0.004035  0.002082 2.35434E-04
#[ls/Fe]_Bisterzo =   0.0000, [hs/Fe]_Bisterzo =   0.0000
#[hs/ls]_Bisterzo =   0.0000, [Pb/hs]_Bisterzo =   0.0000
#[ls/Fe]_Thiswork =   0.0000, [hs/Fe]_Thiswork =   0.0000
#[hs/ls]_Thiswork =   0.0000, [Pb/hs]_Thiswork =   0.0000
# He/H =  0.0000E+00, C/O =  3.7889E-01, c12/c13 = 2.08600E+01
# N/O =  3.1899E-01, n14/n15 = 1.90200E+03
# o16/o17 = 4.66313E+02, o16/o18 = 6.72863E+02
# mg24/mg25 =  7.8990E+00, mg24/mg26 =  7.1744E+00 al26/al27 =  8.4953E-10
# si28/si29 =  1.9693E+01, si28/si30 =  2.9875E+01
# cl36/cl35 =  2.3094E-02, cl37/cl35 =  3.0735E-03
#
#  TP   Mass     Mcore    Menv    log L
#  3 1.968751 0.598311 1.370440 3.708997
# El  Z   log e(X)   [X/H]    [X/Fe]     [X/O]      X(i)
  p   1  12.000000  0.000000  0.000000  0.000000 5.94110E-01
 he   2  11.183843  0.253842 -0.383070 -0.376953 3.60275E-01
 li   3   3.330900  0.070900 -0.566012 -0.559895 8.76453E-09
 be   4  -5.480572 -6.780572  0.000000  0.000000 1.75653E-17
  b   5   0.000000 -2.790000  0.000000  0.000000 4.23758E-31
  c   6   8.939312  0.469312 -0.167601 -0.161484 6.15599E-03
  n   7   8.864573  0.994574  0.357661  0.363778 6.04401E-03
  o   8   9.360795  0.630795 -0.006117  0.000000 2.16418E-02
  f   9   5.095182  0.675182  0.038270  0.044386 1.39411E-06
