  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>         
  X0(i)   log10(<X(i)>/X0(i)) 
      g      1   8.4946908E-07  8.4946908E-07  0.0000000E+00  1.6698166E-07  0.0000000E+00  0.0000000E+00
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -2.8611734E-01  2.9181958E+00  3.2043131E+00  5.7363496E-01  6.2991470E-01 -4.0646135E-02
      d      2   2.2156439E-17  2.2156439E-17  0.0000000E+00  4.3553308E-18  0.0000000E+00  0.0000000E+00
    he3      3   7.1394009E-05  7.1394009E-05  0.0000000E+00  1.4034048E-05  0.0000000E+00  0.0000000E+00
    he4      4   2.7534534E-01  1.9537950E+00  1.6784497E+00  3.8406098E-01  3.2995531E-01  6.5945061E-02
    li7      7  -1.3219148E-07  5.0013465E-11  1.3224149E-07  9.8312363E-12  2.5996480E-08 -3.4223064E+00
    be7      7   7.3663067E-07  7.3663067E-07  0.0000000E+00  1.4480081E-07  0.0000000E+00  0.0000000E+00
     b8      8   6.2745045E-22  6.2745045E-22  0.0000000E+00  1.2333906E-22  0.0000000E+00  0.0000000E+00
    c12     12  -1.5120882E-02  2.1288835E-02  3.6409717E-02  4.1847845E-03  7.1575453E-03 -2.3309101E-01
    c13     13   4.1960742E-03  4.6372885E-03  4.4121432E-04  9.1156009E-04  8.6735402E-05  1.0215889E+00
    c14     14   8.1868711E-08  8.1868711E-08  0.0000000E+00  1.6093079E-08  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   3.0291917E-02  4.1056782E-02  1.0764865E-02  8.0706050E-03  2.1161935E-03  5.8135071E-01
    n15     15  -2.5776872E-05  7.3827478E-07  2.6515147E-05  1.4512399E-07  5.2124371E-06 -1.5553016E+00
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -9.8840094E-03  7.8035952E-02  8.7919961E-02  1.5339667E-02  1.7283603E-02 -5.1818368E-02
    o17     17   1.0229464E-04  1.3778506E-04  3.5490421E-05  2.7084656E-05  6.9768269E-06  5.8906537E-01
    o18     18  -1.9546854E-04  2.3513678E-06  1.9781990E-04  4.6221257E-07  3.8888105E-05 -1.9249750E+00
